Title,Category,Auther,Date,Location,Content,URL
निजगढ राईडर्स क्लबको नेतृत्वमा ११ राइडर नेपालगंज प्रस्थान,स्थानीय,प्रतीक दैनिक,"माघ २५, २०७९",निजगढ,"‘राष्ट्रका लागि खेलकूद, स्वास्थ्यका लागि खेलकूद’ नाराका साथ निजगढ राइडर्स क्लब र बारा जिल्ला साइकल सङ्घको टोली बुधवार नेपालगंज प्रस्थान गरेको छ । यही माघ २७ र २८ गते हुन गइरहेको साइकल फेस्टिभल–२०२३ मा सक्रिय सहभागिता जनाउन बाराको टोली प्रस्थान गरेको हो ।. निजगढ नगर उपप्रमुख सोममाया थिङ र निमित्त प्रमुख प्रशासकीय अधिकृत शिवप्रसाद देवकोटाले साइकल टोलीमा सहभागीहरूलाई टीका, खादा, राइडरले प्रयोग गर्ने हेलमेट प्रदान गर्दै शुभकामना दिंदै बिदाइ गरेका थिए । यस टोलीलाई निजगढ राइडर्स क्लबले नेतृत्व गर्दै ११ जना नेपालगंज प्रस्थान गरेको सो क्लबका अध्यक्ष गणेश रायमाझीले बताए । दैनिक निरन्तर साइकिलिङले शारीरिक व्यायाम हुने, मन, मस्तिष्क शान्त र अङ्ग चलायमान भएर व्यक्ति स्वस्थ, स्फूर्त रहने क्लबका अध्यक्ष रायमाझीले भने ।. साइकल राइडर्स स्वस्थ्यसँग प्रत्यक्ष जोडिएको शारीरिक व्यायाम हो । सानादेखि वृद्धवृद्धासम्मले साइकिलिङ गर्न सक्ने बारा जिल्ला साइकल सङ्घका अध्यक्ष रामशरण सुवेदीले बताए । “साइकिलिङगर्दा घाटा केही हुँदैन, शरीरमा स्फूर्ति कायम राख्दछ”– बारा निजगढका ५५ वर्षीय अग्रज साइकल राइडर मधुसूदन चौधरीले भने ।",https://eprateekdaily.com/2023/02/08/47015
डिभिजन वन सर्लाहीमा १७ वटा मुद्दा दर्ता,स्थानीय,प्रतीक दैनिक,"माघ २७, २०७९",वीरगंज,"डिभिजन वन कार्यालय, सर्लाहीमा आव ०७९–८० देखि हालसम्म १७ वटा मुद्दा दर्ता भएको छ भने आव ०७८–७९ मा २२ वटा मुद्दा दर्ता भएको छ ।. आव ०७९–८० को छ महीनामा २२८.२५ थान काठ बरामद गरेको डिभिजन वन कार्यालय, सर्लाहीका प्रमुख मन्जुर अहमदले बताए । छ महीना अवधिमा छवटा ट्याक्टर, दुईवटा ट्रक, चारवटा मोटरसाइकल बरामद गर्नुका साथै २७ जनालाई पक्राउ गरेको र चारजना फरार रहेको उनले बताए ।. आव ०७७–०७८ सम्म मुद्दा दर्ता सङ्ख्या काठ चोरी निकासीतर्फ ६७ वटा, ढुङ्गा–गिट्टी ओसारपसारमा एउटा, वन्यजन्तु चोरी शिकारीमा चार र अतिक्रमण छवटा रहेको उनले बताए ।. त्यसैगरी आव ०७८–०७९ मा जम्मा ९ वटा मुद्दा फछ्र्योट भएको र हालसम्म तीनजना महिला, २६० जना पुरुषगरी कुल २६३ जना प्रतिवादी पक्राउ परेको उनले बताए । आव ०७९–०८० मा मूअकरबाट ३६ लाख ३२ हजार ९२० राजस्व सङ्कलन गरिएको थियो भने वन क्षेत्र अन्य प्रयोजनबापत चार लाख ३४ हजार, अन्य सेवा शुल्कबाट २ लाख ८४ हजार र चालू आवमा ४३ लाख ८१ हजार राजस्व सङ्कलन भएको उनले बताए ।",https://eprateekdaily.com/2023/02/10/47125
अदालतको बेथितिबारे कलम चलाउन न्यायाधीशको सुझाव,स्थानीय,प्रतीक दैनिक,"माघ २६, २०७९",वीरगंज,"उच्च अदालत जनकपुरको अस्थायी इजलास वीरगंजले बिहीवार पत्रकार सम्मेलन गरेर अदालतबाट प्रवाह भएको मुद्दा र रीट लगत खर्चसम्बन्धी जानकारी गराएको छ ।. न्यायाधीश अच्युत भण्डारीले देवानी १०१३, व्यक्तिवादी फौज्दारी २६५, सरकारवादी फौज्दारी ५५७, परमादेश १४३, अधिकारपे्रक्षा १, उत्प्रेषण १७९, निषेधाज्ञा २८० र शुरूको मुद्दा २५५ गरी २६४३ मुद्दाको जिम्मेवारी सरेर आएको र माघ २५ गतेसम्म १८८१ वटा नयाँ मुद्दा दर्ता भएको जम्मा लगत ४५६४ वटा रहेकोमा ८६४ मुद्दा फछ्र्योट भइसकेको बताए ।. उनले यो अवधिमा छ महीनादेखि एक वर्षभित्रको ३१५७ वटा मुद्दा र एक वर्षदेखि १८ महीनासम्मको २१३ वटा तथा दुई वर्ष नाघेका ३८० वटा मुद्दा गरी ३७५० वटा मुद्दा फछ्र्योट हुन बाँकी रहेको बताए । न्यायाधीश भण्डारीले हालसम्म अभिलेखमा दर्ता भएका छिनुवा मुद्दा ५६ हजार ५९६ थान रहेको बताउँदै अदालतको आफ्नो भवन अहिलेसम्म निर्माण हुन नसकेको र वीरगंज चिनी कारखानामा कठिनाइका साथ कार्य सम्पादन गर्नुपर्ने अवस्था रहेको बताए । सरकारले यही वर्षको २८ गते अदालतको नाममा दुई बिघा जग्गा उपलब्ध गराए पनि अहिले वीचिकालीको साँघुरो भवनबाट काम गरिरहेको र न्यायाधीशहरूको लागि छुट्टै च्याम्बर पनि नभएको बताए । उनले तत्कालै भवन निर्माण गर्नुपर्ने आवश्यकता रहेको जनाए ।. न्यायाधीश भण्डारीले अदालतको क्रियाकलापबाट समुदायलाई जानकारी गराउने उद्देश्यले पत्रकारहरूसँग नियमित भेटघाट गर्दै आएको, विद्यालय र समुदायमा पुगेर अदालतको विषयमा छलफल गर्ने गरेको बताए । उनले अदालतप्रति नकारात्मक सोच विकसित हुन नदिन यस प्रकारको गतिविधि गरिएको बताए ।. पत्रकार सम्मेलनमा न्यायाधीश भण्डारीले पत्रकारहरूलाई अदालतको बेथिति, भ्रष्टाचार र गलत पैmसलाबारे निरन्तर कलम चलाउन सुझाए । पत्रकारको सुझाव सल्लाहबाट अदालतमा हुने विकृति कम हुने उनले बताए । अदालतमा हुने गलत क्रियाकलापबारे थाहा पाउने माध्यम पत्रकारिता भएकोले पत्रकारले सही समाचार सम्प्रेषण गर्न डराउनु नपर्ने र त्यसका लागि मानहानिको मुद्दा खेप्नु नपर्ने जिकिरसमेत गरे ।. उनले आफ्नो तहबाट हुने अदालतसम्बन्धी गलत क्रियाकलाप नियन्त्रणका लागि सबै न्यायाधीशहरू सक्रिय भएको भन्दै अहिले मिसिल हेरफेर गर्नेलाई कारबाई प्रक्रिया अगाडि बढाइएको बताए । दुई वर्ष पुगेका मुद्दा र पुराना मुद्दा छिनोफानो गर्ने प्रयास रहेको भन्दै यस्ता क्रियाकलापमा मिसिल हेरफेर गरेको पाइएकोले दोषीहरूलाई कारबाई प्रक्रिया शुरू भएको बताए ।. पत्रकार सम्मेलनमा न्यायाधीशहरू लेखनाथ पौडेल, गणेश बराल, घनश्याम भट्ट, शान्ता सेढाइँ सहभागी थिए ।",https://eprateekdaily.com/2023/02/09/47075
रोपिएका बिरुवा संरक्षणमा ध्यान दिन आग्रह,स्थानीय,प्रतीक दैनिक,"माघ २५, २०७९",वीरगंज,"सामुदायिक प्रहरी साझेदारी कार्यक्रम अन्तर्गत ग्रीन सिटी सामुदायिक सेवा केन्द्रको आयोजना र वीरगंज महानगर र राष्ट्रपति चुरे तराई मधेस विकास समिति भरतपुरको सहयोगमा बुधवार वीरगंज मनपाको मुख्य सडकको डिभाइडरमा वृक्षारोपण गरिएको छ ।. नगरप्रमुख राजेशमान सिंहले वृक्षारोपण गरेर कार्यक्रमको शुभारम्भ गरेका थिए । उनले हराभरा स्वच्छ वीरगंजको लागि वृक्षारोपण गरिएको बताए । वृक्षारोपण गर्नु मात्र पुरुषार्थ होइन भन्दै उनले यसको संरक्षणमा ध्यान नदिंदा यस अघिका कार्यक्रम प्रभावहीन भएको बताए ।. वृक्षारोपण गरेर त्यसको संरक्षण गरेमात्र फल प्राप्त हुने भन्दै कार्यक्रमलाई औपचारिकता दिनुभन्दा वृक्षारोपणसँगै संरक्षणमा पनि ध्यान दिन सुझाए । नपाले वृक्ष संरक्षणको लागि काम गर्दै आएको उनले दाबी गरे ।. घण्टाघरदेखि पावरहाउससम्मको क्षेत्रमा खाली रहेका डिभाइडरमा आज म्याङ्गो स्टीक, सिङ्गापुरी, रातोरानी र गुलाबगरी दुई सयवटा बिरुवा रोपिएको थियो ।. कार्यक्रममा प्रमुख जिल्ला अधिकारी हीरालाल रेग्मी, सहायक प्रजिअ महेशराज तिम्सिना, प्रहरी उपरीक्षक कोमल शाह, सशस्त्र प्रहरी उपरीक्षक सुमन थपलिया, भारतीय महावाणिज्य दूतावासका महावाणिज्यदूत नीतेश कुमार, प्रमुख प्रशासकीय अधिकृत लक्ष्मीप्रसाद पौडेल, पर्सा प्रहरी प्रवक्ता निर्मल बुढाथोकी, व्यवस्थित वीरगंज अभियानका दिलीपराज कार्की, महानगर सरसफाइ अधिकृत सर्फुद्दीन मियाँ, ज्येष्ठ नागरिक वसन्तप्रसाद उपाध्याय, वीरगंज युवा समाजका कमल चौगाईलगायत विभिन्न संस्थाका पदाधिकारीहरूको सहभागिता थियो ।",https://eprateekdaily.com/2023/02/08/47021
प्रादेशिक आर्युवेद अस्पताल वीरगंजमा औषधी अभाव,स्थानीय,प्रतीक दैनिक,"माघ २५, २०७९",२५ माघ/,"प्रादेशिक आयुर्वेद तथा वैकल्पिक चिकित्सालय वीरगंजमा औषधी अभाव भएको छ । सो अस्पतालले ६ महीनादेखि औषधी खरीद नगरेकोले बिरामीहरू समस्या भोग्दै आएका छन् । कार्यालय प्रमुख र कर्मचारीहरूबीच आपसी मनमुटावका कारण औषधी खरीदमा ढिला भएको र त्यसको मार बिरामीहरूले खेप्नुपरिरहेको छ ।. अस्पस्तालका अध्यक्षसमेत रहेका जिल्ला समन्वय समिति पर्साका सभापति अजय सरार्फले कर्मचारीहरूको आपसी द्वन्द्व समाधानका लागि प्रयास भइरहेको बताए । उनले जिल्ला अस्पतालबाट अपग्रेट भएर प्रादेशिक अस्पताल भएपछि औषधी खरीद र आधुनिक प्रयोगशाला निर्माणका लागि एक/एक करोड रुपियाँ मधेस प्रदेश सरकारले पठाएको तर कर्मचारीहरूको आपसी द्वन्द्वको कारण औषधी खरीद प्रक्रिया र प्रयोगशाला निर्माण कार्य अगाडि बढ्न नसकेको बताए । उनले औषधी खरीद र प्रयोगशाला निर्माणमा ढिला भएको र टेन्डरसमेत प्रकाशित नभएकोले दुई करोड रकम फिर्ता जान सक्ने भनेर चिन्ता जाहेर गरे ।. यो अस्पतालमा गत वर्ष कोटेशनमा औषधी खरीद भएको थियो । कोटेशनबाट औषधी खरीद गर्दा अनियमितता हुन सक्ने भनेर एकथरी कर्मचारी टेन्डर गर्नुपर्ने अडानमा छन् भने एकथरी पुरानै तरीकाबाट कोटेशनबाट औषधी खरीद गर्ने मनसाय बनाएर बसेका छन् । तर न कोटेशनबाट औषधी खरीद भएको छ, न औषधी खरीदका लागि टेन्डर प्रक्रिया नै अगाडि बढाइएको छ ।. कार्यालय प्रमुख डा. रमेश मिश्रले लेखापाल रामबालक यादवले हस्तक्षेप गरेको कारण औषधी खरीद हुन नसकेको दोषारोपण लगाए । उनले विवादमा पर्नुभन्दा अन्यत्र सरुवा हुन चाहेको बताए । उनले प्रदेश सरकारसँग सरुवा माग गरेको बताए । लेखापाल यादवले भने प्रमुखसँग विवाद नरहेको बताए । उनले खरीद प्रक्रियाका लागि प्रमुख र स्टोर शाखाको दोष भएको बताए । प्रक्रियागत रूपमा खरीद भएका वस्तुको भुक्तानी मात्र गर्ने भन्दै आफूलाई अनाहक विवादमा पार्न नहुने बताए । उनले अहिलेसम्म प्रमुखले भनेको स्थानबाट औषधी खरीद हुँदै आएको पनि बताए ।. प्रादेशिक अस्पताल मातहत रहेका पर्साका चौधवटा स्थानीय तहमा अहिले औषधि अभाव भएको छ । ६ महीनादेखि औषधी आपूर्ति नहुँदा नागरिक आरोग्य सेवा केन्द्र पर्सागढीको बडनियार, छिपहरमाई, पटेर्वासुगौली, बहुदरमाई र वीरगंजको बिर्तामा रहेका केन्द्रहरूमा औषधी छैन । स्थानीय तहले जिम्मा पाएको विन्ध्यवासिनी, जगरनाथपुर, पोखरियाको बैरियाबिर्ता र रानीगंज, ठोरीमा रहेको आयुर्वेदिक औषधालयमा पनि औषधि छैन ।",https://eprateekdaily.com/2023/02/08/47025
आइएमई सेवाग्राहीविहीन,स्थानीय,प्रतीक दैनिक,"माघ २६, २०७९",वीरगंज,"वीरगंजका इन्टरनेशनल मनि एक्सप्रेस (आइएमई)हरू अहिले सेवाविहीन भएका छन् । राष्ट्रिय तथा अन्तर्राष्ट्रिय रूपमा पैसा पुर्याउने र ल्याउने कार्यमा सक्रिय आइएमईहरूको, पछिल्लो समयमा नेपाल राष्ट्र बैंकको निर्देशनपछि सेवा पातलिएको हो ।. राष्ट्र बैंकले विदेशबाट पठाउने रेमिटेन्सलगायत रकममध्ये २५ हजारभन्दा मुनिको मात्र आइएमईबाट पाउन सकिने र त्यसभन्दा माथिको रकम बैंकमार्फत लिनुपर्ने प्रावधान लगाएपछि आइएमई सेवा पातलिएको हो । एक दशक अघिदेखि वीरगंजलगायत देशभर आइएमई सेवा प्रभावकारी थियो । खासगरी वैदेशिक रोजगारमा गएकाहरूले यही माध्यमबाट रकम पठाउने र परिवारजनले बुझ्ने गरेका थिए । तर अहिले रेमिटयान्सको रकम आइएमईमार्फत कमै आइरहेको छ ।. प्रायः वैदेशिक रोजगारमा गएकाहरूले २५ हजारभन्दा माथि रकम पठाउने गरेको कारण आइएमईबाट निकाल्न नपाउँदा सेवाग्राहीहरू बैंक पुगेका छन् र बैंकमा यस कारण पनि भीड बढेको छ । विदेशबाट आउने रकमको हकमा राष्ट्र बैंकको यो नीतिको कारण आइएमई सेवा पातलिएको त छँदैछ, अर्को तिर राष्ट्रिय स्तरमा एक हजार रकम पठाउँदा पनि नागरिकता, सवारी चालक अनुमतिपत्रजस्ता व्यक्तिको परिचयपत्रको फोटोकपी अनिवार्य गरिएको कारण सेवा पातलिएको आइएमई सञ्चालकहरूले बताएका छन् ।",https://eprateekdaily.com/2023/02/09/47068
हराएका १६ वटा सीमास्तम्भमध्ये दुईवटा भेटियो,स्थानीय,प्रतीक दैनिक,"माघ २५, २०७९",सेढवा २५ माघ/,"पर्साका सुरक्षा निकायका अधिकारीहरूले बुधवार जगरनाथपुर गाउँपालिका– १ मा रहेको सीमा स्तम्भको अनुगमन गरेका छन् । सुरक्षा अधिकारीहरूले नेपाल–भारत सीमास्थित ओरिया खोलामा भेटिएका सीमा स्तम्भको अवलोकन गरेका हुन् ।. ओरिया खोलामा रहेको सीमा स्तम्भहरूमध्ये १६ वटा सीमास्तम्भ केही समयदेखि हराइरहेको थियो । सो ठाउँबाट हालै ४२२, ४२२/१ नम्बरको सीमास्तम्भ बालुवाले पुरिएको अवस्थामा भेटिएको छ ।. भारतीय पक्षले टेन्डर गरी खोलाबाट नदीजन्य पदार्थ उत्खनन गर्दा दुईवटा हराएको सीमास्तम्भ फेला परेको हो । हराएका १६ वटा सीमास्तम्भमध्ये १४ वटा अझै फेला पर्न सकेको छैन । भारतीय पक्षले दशगजा क्षेत्रमा समेत उत्खनन गरेको देखिएपछि नेपाली अधिकारीहरूले सो कार्य रोक्न एसएसबीलाई सुझाएका थिए । घटनास्थलमा आज भारतीय एसएसबीका जिम्मेवार अधिकारी उपस्थित नभएकाले उच्च अधिकारीहरूसँग छलफल गरी उत्खननबारे निर्णय गर्ने बताएको गापा अध्यक्ष श्रीकान्त यादवले जानकारी गराएका छन् ।. अनुगमन टोलीमा पर्साका प्रमुख जिल्ला अधिकारी हीरालाल रेग्मी, प्रहरी उपरीक्षक कोमल साह, सशस्त्र प्रहरी उपरीक्षक सुमन थपलिया, प्रहरी निरीक्षक किशोर आचार्य, वडाध्यक्ष लक्ष्मी साह, सुभाष यादवलगायतको सहभागिता थियो ।",https://eprateekdaily.com/2023/02/08/47018
दूधको मूल्यवृद्धि नगरे आन्दोलन गर्ने चेतावनी,स्थानीय,प्रतीक दैनिक,"माघ २७, २०७९",निजगढ,"पशुपालक कृषक तथा अन्य किसानहरूको हितलाई सरकारले ध्यान नदिएको भन्दै यस पेशाका कृषकहरू पलायन हुन सक्ने केन्द्रीय दुग्ध उत्पादक सहकारी संस्थाका सचिव थानेश्वर सापकोटाले बताए । बारा जिल्ला दुग्ध उत्पादन सरकारी संस्था लिमिटेडद्वारा शुक्रवार निजगढमा आयोजित पत्रकार सम्मेलन गर्दै सो कुरा बताएका हुन ।. देशभर १ हजार ८७२ दुग्ध उत्पादनक सहकारी संस्थाहरूद्वारा ६ लाख घरपरिवार दैनिक करिब ११ लाख लिटर दुध सङ्कलन गरि ६ करोड रकम गाउँबस्तीमा दुग्ध उत्पादन गर्ने कृषकहरूलाई रोजगारीको सिर्जना गर्दै आई रहेको बताउदै समायनुकूल मूल्य वृद्धिमा सरकारले चासो नदेखाएको सचिव सापकोटो भने ।. विदेशिएका युवा जनशक्तीहरूलाई स्वदेशमा नैं आत्मनिर्भर बनाउन ब्यवासायिक पशुपालन र कृषि पेशामा राज्यले जिम्मेवारीपूर्ण ढंगले प्रोत्साहन गर्ने हो भने, पशुपालन तथा कृषिबाट नैं मुलुकले आर्थिक फड्को मार्न सकिने बलियो सम्भावना रहेपनि यस तर्फ सरकारको ध्यान नगएको समेत कार्यक्रममा सहभागीहरूले बताए ।. ‘अहिले पनि दुग्ध बिक्रीमा होस वा अन्य पशुपालन मासु उत्पादनमा होस । बिचौलियाहरूको नैं रजगज कायमै छ । यस तर्फ सरकारको किन ? ध्यान जादैन’– वक्ताहरूले प्रतिप्रश्न गरे ।. विगतमा भन्दा अहिले दिन प्रतिदिन पराल, दाना, चोकर, ढुटो, औषधी, भिटामिन लगायतका पशुपालन कृषकहरूलाई आवश्यक पर्ने सामाग्री तथा बस्तुहरूको मूल्य आकाशिदै गएपनि किसानले उत्पादन गरेको दुग्धको मूल्य उचित पाउन नसकि रहेको जानकारी प्रधानमन्त्रिको कार्यालयमा प्रेस विज्ञप्ति बुझाएपनि सरकारले यसको उचित निकास सहितको सम्बोधन गर्न ढिलाई गरि रहेको आयोजित पत्रकार सम्मेलनमा जानकारी गराए ।. स्थानीय दुग्ध उत्पादन कृषकहरूको मूल्य वृद्धिका गुनासो स्थानीय दुग्ध उत्पादन सहकारी संस्थाहरूमा गर्दै आई रहेको जानकारी गराउदै कृषि मन्त्रालयलाई फागुन १ गते दुग्धको मूल्य वृद्धि गर्न अल्टिमेटम दिई सकेको यदी सो समयसिमा भित्र सरकारले उचित सम्बोधन नगरे दुग्ध उत्पादन, सङ्कलन बिक्री गर्ने संस्थाहरूले संयुक्त रूपमा आन्दोलन गर्न बाध्य हुने बताए । पशुपालक कृषक लगायत अन्य किसानहरूका हकमा संघिय सरकार, प्रदेश सरकार र स्थानीय तहले अझै पनि विभेद गर्दै आई रहेको पिडीत कृषक तथा सहकारी अभियान्ताहरूका भनाई छ ।. कार्यक्रममा दुग्ध उत्पादन तथा सहकारीकर्मी दिपक घिमिरे, लेखनाथ खनाल, मोहन सापकोटा, कर्ण बहादुर लामा, थानेश्वर सापकोटा लगायतले मन्तब्य राखेका थिए । सो कार्यक्रम निजगढ नपाको सहभालमा सम्पन्न भएको थियो ।",https://eprateekdaily.com/2023/02/10/47119
वेब सिरिज मिस स्कार्लेटको छायाङ्कन शुरू,स्थानीय,प्रतीक दैनिक,"माघ २६, २०७९",परवानीपुर,"नेपाली कथानक वेब सिरिज मिस स्कार्लेटको छायाङ्कन वीरगंजमा शुरू भएको छ । कान्तिपुर फिल्म एकेडेमी काठमाडौंले निर्माण गर्न लागेको वेब सिरिजको एक सातादेखि छायाङ्कन भइरहेको छ । सिरिज युनिट वीरगंजको क्लार्क रिर्सोटमा बसेर वीरगंज आसपासको स्थानमा छायाङ्कन गरिरहेको जनाएको छ । वीरगंजकै सेरोफेरो र यहाँकै कथावस्तुमा आधारित सिरिजलाई पर्साकै बिन्दवासिनी गाउँपालिका–२ बहुअर्वाभाठा बस्ने बलिराम चौहानले निर्देशन गरिरहेका छन् । कथा पनि उनले नै लेखेका छन् । साइकोलोजिकल सस्पेन्स थ्रिलर विधामा निर्माण भइरहेको यो वेब सिरिज सम्भवतः नेपालकै पहिलो नेपाली कथानक वेब सिरिज भएको निर्माता कान्तिपुर फिल्म एकेडेमीका प्रमुख कार्यकारी अधिकृत (सिइओ) प्रकाश पुरीले बताए ।. ४ वर्ष पहिले कथा फुरेपनि कथाको विषयवस्तु बलियो र दर्शकले हेर्न लायक बनाउन मेहनत गर्नुपरेको स्मरण गर्दै चौहानले भने–“कथा लेखेर मात्रै नहुने रहेछ, धेरै कुरा मिल्नुपर्ने रहेछ । शुरूमा मैले यस कथालाई ‘चकलेट’ शीर्षक दिएको थिएँ, पछि धेरै कुरा काटछाँट गरेर कान्तिपुर फिल्म एकेडेमीसँग भेटेर छलफल गरेपछि छायाङ्कन शुरू गरेका छौं ।” शुरूमा फिल्म बनाउने लक्ष्य थियो तर सिरिज बनाउने सल्लाह भएपछि पहिलो सिजन अनुसार ६ अङ्कको छायाङ्कन शुरू भएको उनले बताए । यो सिरिजको पहिलो सिजनका अङ्कहरू दर्शकले रुचाएपछि अन्य सिजनबारे काम थालिने छ ।. लेखक–निर्देशक चौहानसँगै सिरिजमा मुख्य भूमिकामा देखिने कलाकार पनि वीरगंजकै हुन् । वीरगंज महानगरपालिका–१३ राधेमाई निवासी १८ वर्षीय कुल श्रेष्ठ (कमल ओझा) मुख्य कलाकारको रूपमा देखिंदैछन् । उनी वीरगंजकै ग्लोबल बिजनेस कलेजमा कक्षा १२ मा अध्ययनरत छन् । “अभिनयमा रुचि भए पनि अवसरको खोजीमा थिएँ, त्यही समयमा यति ठूलो सिरिजमा मुख्य भूमिकामा अभिनय गर्न पाउनु मेरो लागि गर्वको कुरा हो” श्रेष्ठले भने–“यो मेरो ड्रिम रोल हो, निर्माण पक्षले ममाथि गरेको विश्वास जित्न र कथासँग न्याय गर्न सक्छु भन्ने आत्मविश्वास छ ।”. श्रेष्ठसँगै गीत बिष्ट पनि प्रमुख भूमिकामा छिन् । आलिशा बास्तोला, शबी थापा, दिलीप नेपाल, सुमित्रा अधिकारी, कपिल रसाइलीलगायतको अभिनय सिरिजमा देख्न सकिने कान्तिपुर फिल्म एकेडेमीका सिइओ पुरीले जानकारी दिए ।. पछिल्लो समय चलचित्रभन्दा पनि वेब सिरिजप्रति आकर्षण बढ्दै गएको चर्चा गर्दै उनले भने–“विश्व बजारमा पनि फिल्मभन्दा वेब सिरिजप्रति आकर्षण बढ्दै गएको छ, हाम्रै छिमेकी देश भारतका चर्चित कलाकारहरू फिल्मभन्दा सिरिजमा बढी व्यस्त देखिन्छन्, त्यसले हामी पनि अग्रसर भएका हौं ।” चलचित्र हलमा पनि व्यापार नहुने र दर्शकहरूलाई पनि हलसम्म पुग्नुभन्दा नेटल्फिक्स, एमेजोनलगायत डिजिटल प्लेटफर्महरूमा हेर्न सहज हुने अवस्थालाई मध्यनजर गर्दै सिरिज बनाउन शुरू गरिएको पुरीको भनाइ छ । निर्देशक बलिराम चौहानलाई सुदिप कुँवर र अनिता स्याङ्वो र विशाल राईले सघाइरहेका छन् ।. सुदिप मुख्य सहायक निर्देशकको रूपमा यस सिरिजसँग जोडिएका छन् भने अनिता सहायक निर्देशकको रूपमा आबद्ध भएकी छन् ।. सुदिपले यस अघि छक्कापञ्जा, नाइँ नभन्नु ल, परदेशीलगायत चलचित्रमा सहायक निर्देशकको रूपमा काम गरिसकेका छन् भने अनिताले पनि ‘नाइँ नभन्नु ल’ मा सहायक निर्देशकको रूपमा काम गरेको अनुभव बटुलेकी छन् । टलकजङ्ग भर्सेस टुल्के, ठूली, श्री लगायत चलचित्रको छायाङ्कन गरेका शेरबहादुर तामाङले सिरिजको छायाङ्कन गरिरहेका छन् ।. छायाङ्कनमा तामाङलाई विनोद क्षत्री, गणेश दुलाल, जेमिन राई र अर्नब श्रेष्ठले सघाइरहेका छन् । विशेषगरी अभिनय, छायाङ्कन, भिडियो इडिटिङ लगायत विषयमा अध्ययन एवं अध्यापन गराउने कान्तिपुर फिल्म एकेडेमीले यस अघि ‘म’ चलचित्र बनाएको छ । यसका साथै अन्य विभिन्न शर्ट मुभी र विभिन्न परियोजनामा वृत्तचित्रहरू बनाइसकेको एकेडेमीले जनाएको छ ।",https://eprateekdaily.com/2023/02/09/47061
ज्येष्ठ नागरिक र एकल महिला सम्मानित,स्थानीय,प्रतीक दैनिक,"माघ २६, २०७९",वीरगंज,"पोखरिया नगरपालिका कार्यालयले नगरभित्रका ज्येष्ठ नागरिक र एकल महिलालाई सम्मान गरेको छ ।. नगरपालिकामा रहेका ७० जना ज्येष्ठ नागरिक, एकल महिलालाई नगरप्रमुख प्रद्युम्न चौहानले सम्मान गरेका थिए । उनले ज्येष्ठ नागरिक र एकल महिलालाई सम्मान गर्न पाउँदा गर्व महसूस गरेको बताए ।. यो सम्मान कार्यक्रम पोखरिया नगरपालिकाले निरन्तर सञ्चालन गर्ने उनले बताए ।. उपप्रमुख रूबि ठाकुरले एकल महिला र ज्येष्ठ नागरिकलाई परेको समस्या सम्बन्धमा न्यायिक समितिमा उजूरी दिन र त्यसको निरूपण सक्दो चाँडो गर्ने आश्वासन दिइन् ।. उनले यी मुद्दाहरू न्यायिक समितिमा आउँदा प्राथमिकतामा राखेर सक्दो चाँडो निरूपण गर्ने बताइन् ।. कार्यक्रम वडाध्यक्ष नौशाद आलमको अध्यक्षतामा भएको थियो भने एमाले नगर अध्यक्ष विन्ध्याचल ठाकुर, राजेश्वर रौनियार, सुनील साह, कौशल साह, रामवचन महतोलगायतको सहभागिता थियो ।",https://eprateekdaily.com/2023/02/09/47058
