Title,Category,Auther,Date,Location,Content,URL
"सखुवाप्रसौनीमा एमाले र जसपा कार्यकर्ताबीच झडप, एकजना महिलासहित एमालेका दुईजना कार्यकर्ता घाइते",स्थानीय,प्रतीक दैनिक,"कार्तिक ९, २०७८",पंचगावाँ,"सखुवाप्रसौनी गाउँपालिकामा नेकपा एमाले र जनता समाजवादी पार्टीका कार्यकर्ताबीच झडप भएको छ । मङ्गलवार नेकपा एमालेले गापा अध्यक्ष प्रदीप जायसवालविरुद्ध प्रदर्शनसहित ज्ञापन दिने कार्यक्रम निर्धारण गरेको थियो ।. एमालेले निर्धारण गरेको विरोध कार्यक्रम बिथोल्न गापा अध्यक्ष जायसवालले आफ्ना समर्थकहरू तैनाथ गरेका थिए र ज्ञापन बुझाउन जाने क्रममा गापा कार्यालयअगाडि दुवै पार्टीका कार्यकर्ताबीच झडप भएको हो । झडपमा एमाले कार्यकर्ता लक्ष्मिनिया देवी र अमिताभ बच्चन साह घाइते भएका छन् ।. घाइते दुवैलाई उपचारका लागि नारायणी अस्पताल पठाइएको प्रहरीले जनाएको छ । दुवै पार्टीका कार्यकर्ताबीच सम्भावित भिडन्त हुन सक्ने भनेर सुरक्षाकर्मीहरू तैनाथ थिए । जसले गर्दा ठूलो दुर्घटना हुन पाएन । सुरक्षाकर्मीहरूले परिस्थितिलाई नियन्त्रणमा लिएका थिए ।. यसअघि एमाले कार्यकर्ताहरूले श्रीपुर पंचगावाँ बजारबाट विरोध ¥याली निकालेर गापा अध्यक्षविरुद्ध नाराबाजी गरेका थिए । उनीहरूले गापामा भ्रष्टाचार मौलाएको, प्रमुख प्रशासकीय अधिकृत आफू अनुकूलको ल्याएर कमिशनतन्त्रलाई बढावा दिएको आरोप लगाएका थिए । विरोध ¥यालीपछि बजारमा कोणसभा गरिएको थियो ।. कोणसभामा एमालेका स्थानीय नेताहरूले गापामा चरम भ्रष्टाचार भएको भन्दै सो बन्द नगरिए आन्दोलन गर्ने चेतावनी दिएका थिए । ज्ञापनपत्र बुझ्ने क्रममा प्रमुख प्रशासकीय अधिकृत भोजेन्द्रकुमार चौधरीले सम्पूर्ण विवरण सात दिनभित्रमा उपलब्ध गराउने आश्वासन दिएका थिए।",https://eprateekdaily.com/2021/10/26/24415
वीरगंजमा परिक्षणकालीन चालक अनुमतिपत्र वितरण शुरू,स्थानीय,प्रतीक दैनिक,"कार्तिक ९, २०७८",परवानीपुर,"गत असोज १० गतेदेखि चालक अनुमतिपत्रको सबै परीक्षा पास गरेका आवेदकहरूलाई रसिद काटेको केही मिनेटमैं परीक्षणकालीन चालक अनुमतिपत्र वितरण गरिरहेको कार्यालय प्रमुख सुशीलकुमार साहले जानकारी गराए ।. हालसम्म २४० जनालाई कार्यालयबाटै एक वर्ष म्याद रहने परीक्षणकालीन अनुमतिपत्र वितरण गरिसकेको र बाँकी उत्तीर्ण आवेदकलाई लाइसेन्स वितरण गर्ने कार्य भइरहेको बताए । यसअघि ट्रायल परीक्षा पास गरेका, प्रतिलिपि लिन खोजेका वा नवीकरण गराउन आउने सेवाग्राहीले एक वर्षसम्म लाइसेन्स नपाउने समस्या हल गर्न नेपाल सरकारले यस्तो प्रणाली लागू गरेको छ ।. अहिले काठमाडौं जिल्लामा दुई, ललितपुरमा एक, भक्तपुरमा एक गरी राजधानीमा चार कार्यालयबाट, प्रदेश १ को इटहरी र बिर्तामोड, प्रदेश २ को लहान, जनकपुर, बर्दिबास र वीरगंज, वाग्मतीको बागलुङ, पोखरा र कावासोती, लुम्बिनीको बुटवल र नेपालगंज तथा सुदूरपश्चिम र कर्णाली प्रदेशका यातायात कार्यालयहरूबाट प्रिन्टर राखेर परीक्षणकालीन चालक अनुमतिपत्र प्रिन्ट गरी दिने गरिएको जनाइएको छ । कोरोना महामारीको कारण विगत दुई वर्षदेखि चालक अनुमतिपत्र पाउने सेवा प्रभावित भएको छ ।. यातायात व्यवस्था कार्यालय वीरगंजले हालसम्म यातायात व्यवस्था विभागलाई १ लाख ८० हजार ९६३ जनाको लाइसेन्स प्रिन्ट गर्न अनुरोध गरेकोमा हालसम्म ४९ हजार १७३ जनाको लाइसेन्स प्रिन्ट गर्न बाँकी छ । प्रिन्ट भएकामध्ये करीब १५ हजार लाइसेन्स कार्यालयले बाँडिरहेको बुझिएको छ ।. लामो समयसम्म लाइसेन्स प्रिन्ट नहँुदा ट्रायल पास गरेर पनि पटक–पटक कार्यालयमा धाइराख्ने समस्या यथावत् रहेको छ । लाइसेन्स नहँुदF बाटोमा ट्राफिक प्रहरीले दुःख दिने गरेको र रकम माग्ने गरेको सेवाग्राहीको गुनासो बढ्दै गएपछि यातायात व्यवस्था विभागले परीक्षणकालीन चालक अनुमतिपत्रको अवधारणा ल्याएको हो ।. छ महीनापछि खुल्यो लाइसेन्स प्रक्रिया. यातायात व्यवस्था विभागले कात्तिक ८ गते रातिदेखि अनलाइन लाइसेन्स भर्ने प्रक्रिया शुरू गरेको छ। कोरोना महामारी कम भएपछि विभागले प्रक्रिया शुरू गरेको हो ।. विभागको साइटमा गएर नयाँ वा थप वर्ग, कुन कार्यालयबाट लाइसेन्स आवेदन गरिएको तथा आफ्नो व्यक्तिगत विवरण र कागजात राखेपछि सम्पर्क मितिसहितको जानकारीपत्र पाइन्छ । सोही अनुसार सम्बन्धित कार्यालयमा उक्त मितिमा गएर बायोमेट्रिक, स्वास्थय परीक्षणपछि लिखित र ट्रायल परीक्षा हुने व्यवस्था छ ।. ट्रायल परीक्षा पास गरेपछि वर्ग अनुसारको रसिद काटेर सोही दिन परीक्षणकालीन र एक वर्षपछि स्थायी लाइसेन्स वितरण गर्ने विभागको लक्ष्य छ ।",https://eprateekdaily.com/2021/10/26/24405
दशैं सकिएसँगै ग्रामीण भेगमा घर लिपपोत सफाइ कार्य शुरू,स्थानीय,प्रतीक दैनिक,"कार्तिक ९, २०७८",सेढवा,"दशैं सकेर तिहार, छठ नजीकिंदै जाँदा पर्साका ग्रामीण भेगका बासिन्दाहरू घर लिपपोत तथा सफाइ कार्यमा व्यस्त भएका छन् । वर्षायामका कारण घरका भित्ता तथा, छानामा झारपात उम्रेपछि त्यसलाई उखेल्न र अन्य सरसफाइमा जुटेका छन् । लक्ष्मी पूजाका लागि घरआँगनलाई सुन्दर बनाउन अधिकांश मानिस लागिपरेका छन् । उनीहरू भाँचिएको खरका भित्तालाई पुनः नयाँ निर्माण गरी पहेंलो चिम्ट्यिाइलो माटोले लिपपोत गर्न जुटेका छन् ।. गृहिणीहरूले माटोमा गाईवस्तुका गोबर, गहुँ वा धानको परालको भुस पानीमा मुछेर घरका भित्ता र सतह लिपपोत गरिरहेको जीराभवानी गाउँपालिका–२ सेढवाकी कान्ति देवीले बताइन् । यस वर्ष बेमौसमी वर्षाका कारण घरआँगनको सरसफाइ गरी सुन्दर बनाउन ढिलो भएकोले हतारमा तिहारको तैयारीमा जुटेको उनले बताइन् ।. यसअलावा खेतमा पाक्न लागेको वर्षेबाली भण्डार व्यवस्थापनका लागि किसानहरू तैयारीमा लागेका छन् । प्रायः यस क्षेत्रमा धान भण्डारका लागि बाँसबाट बनाइएका भकारी प्रयोजनमा ल्याउने गरिन्छ । बेमौसमी वर्षाले भत्किएको भकारी तथा फुसको छाना मर्मत गरी लिपपोत गर्ने किसानहरूले जनाएका छन् ।. यसका साथसाथै यसै समयमा कात्तिकी काममा किसानहरू व्यस्त छन् । बेमौसमी वर्षाका कारण तरकारी रोपाइँमा ढिला भएको किसानले बताए । तोरी, रायो, आलु, लसुन, चम्सुर, धनिया, भन्टा, काउली, बन्दालगायतका तरकारी रोप्न किसानहरू व्यस्त रहेको जगरनाथपुर गापा–३ का किसान रामचन्द्र यादवले बताए । अहिले राम्रोसँग उत्पादन गर्न सके आलु, लसुन बिक्री गरेर पनि वर्षभरि खान पाउने उनले बताए । प्रायः कात्तिक महीनामा यी उत्पादनमा किसानहरू लागिपर्छन् ।. जीराभवानी र ठोरी गापामा तेलहन बाली अन्तर्गत तोरीखेतीमा समस्या भएको छ । अहिले खेतमा पानी जमेको कारण तोरीको रोपाइँ गर्न नसकिएको एकजना किसानले बताए । तोरी ढिलो गरी छरे बालामा दाना लाग्ने बेलामा निकै जाडो हुने र उत्पादन घट्न सक्ने पीडाले सताएको किसानहरू बताउँछन् । यस क्षेत्रमा छ सयदेखि आठ सय बिघा जग्गामा तोरीखेती हुँदै आएको छ ।",https://eprateekdaily.com/2021/10/26/24390
पत्रकारहरूको न्यायाधीश नागरिक समाज –सचिव चौलागाईं,स्थानीय,प्रतीक दैनिक,"कार्तिक ९, २०७८",रौतहट,"नेपाल पत्रकार महासङ्घका सचिव गोविन्द चौलागाईंले पत्रकारहरूको न्यायाधीश नागरिक समाज भएको बताएका छन् । ग्रामीण विकास केन्द्रद्वारा गौरमा आयोजित पत्रकार सम्मान कार्यक्रममा बोल्दै सचिव चौलागाईंले नागरिक समाजले हामी पत्रकारका लेखन र सत्यतथ्यबारे बुझ्ने गरेको बताए । नागरिक समाजको सल्लाह र सुझाव अनुरूप नै पत्रकारहरू अघि बढ्ने गरेको उनले स्पष्ट पारे ।. विभिन्न सञ्चारमाध्यमका सञ्चालक तथा व्यवस्थापक पक्षसँग छलफल भएको बताउँदै उनले कोरोनाको समयमा पेशाबाट विस्थापित भएका पत्रकारलाई स्थापित गराउन र पारिश्रमिक दिलाउन पहल भइरहेको बताए । नेपाल पत्रकार महासङ्घ प्रदेश नं २ का उपाध्यक्ष रामानन्द गुप्ताको निधनले पत्रकारजगत् शोकमा रहेको उनले बताए ।. कार्यक्रममा प्रमुख जिल्ला अधिकारी कृष्णबहादुर शाही, नागरिक समाज गौरका अध्यक्ष जगरनाथ केशरी, नेपाल पत्रकार महासङ्घ प्रदेश सदस्य शैलेन्द्र झा, जिल्ला अध्यक्ष प्रेमचन्द्र झा, पत्रकार प्रभात झा, बिना राउतलगायतले पत्रकार हकहितबारे चर्चा गरेका थिए ।. ग्रामीण विकास केन्द्रले पत्रकार शिव पुरी, प्रभात झा, फणि महत, राकेश यादव, शैलेन्द्र गुप्ता, बिना राउत, सञ्जय मिश्रलाई रु पाँच हजार एक सय नगदसहित सम्मानपत्रबाट सम्मानित गरेको थियो । महिला हिंसा, बालबालिकाको हकहितमा समाचार सम्प्रेषण गरेबापत सम्मान गरेको आयोजक संस्थाका अध्यक्ष पारस हुसैनले बताए ।",https://eprateekdaily.com/2021/10/26/24399
लागूऔषधसहित दुईजना युवक पक्राउ,स्थानीय,प्रतीक दैनिक,"कार्तिक ८, २०७८",वीरगंज,"जिल्ला प्रहरी कार्यालय, पर्साले आइतवार पौने १२ बजे राति नेपाली नम्बरको कारबाट लागूऔषध बरामद भएपछि दुईजना युवकलाई पक्राउ गरेको छ ।. पर्सा प्रहरीका प्रवक्ता प्रहरी नायब उपरीक्षक ओमप्रकाश खनालले वीरगंज महानगरपालिका–१६ जय माँ वैष्णोदेवी मन्दिरअगाडिबाट बा.४च १०२१ नम्बरको इन्डिका कार चेकजाँच गर्ने क्रममा सिटमुनि कार्टुनमा प्याक गरिराखेको विनसिरेक्स सिरप र नाइट्रोभेट ट्याब्लेट बरामद भएको बताए ।. विनसिरेक्स सय एमएलको २३७ बोतल र नाइट्रोभेट ट्याब्लेट छ सय थान बरामद भएको उनले बताए । प्रनाउ खनालले हेटौंडा उपमहानगरपालिका–३ बस्ने २६ वर्षीय सुमन न्यौपाने र २८ वर्षीय रोशन लामा पक्राउ परेको बताए । पक्राउ परेकाविरुद्ध लागूऔषधविरुद्धको मुद्दामा कारबाई शुरू गरिएको उनले जानकारी दिए ।",https://eprateekdaily.com/2021/10/25/24370
"पोखरिया नपाको पाँचौं नगरसभा सम्पन्न, ५० करोड ६२ लाखको बजेट सर्वसम्मत पारित",स्थानीय,प्रतीक दैनिक,"कार्तिक ८, २०७८",पोखरिया,"पोखरिया नगरपालिकाको पाँचौं नगरसभाको दोस्रो बैठक सोमवार सम्पन्न भएको छ । पहिलो बैठक असारमा भएर नीति तथा कार्यक्रम प्रस्तुत गरिए पनि केही कुरामा सहमति नभएको र केही वडाध्यक्षले योजना प्रस्तुत नगर्दा दोस्रो बैठक बस्न नसकी बजेट पारित हुन सकेको थिएन ।. सोमवार नगरपालिकामा ‘सबै बालबालिका पूर्ण समय औपचारिक दिवा विद्यालयमा हुनुपर्दछ’ भन्ने नाराका साथ आयोजित दोस्रो बैठकको उद्घाटन नगरप्रमुख दीपनारायण रौनियारले गरेका थिए ।. बैठकमा उपप्रमुख सलमा खातुनले आन्तरिक आय, सरकार र प्रदेश सरकारबाट प्राप्त हुने अनुदान तथा सशर्त रकमसमेत गरी रु ५० करोड ६२ लाख १९ हजारको बजेट प्रस्तुत गरेकी थिइन् ।. उनले पोखरिया नपाको आन्तरिक स्रोतबाट ९ करोड ३१ लाख ३७ हजार, सङ्घीय सरकारबाट समानीकरण अनुदान रु ११ करोड ७५ लाख, सशर्त अनुदान रु १९ करोड ८९ लाख, राजस्व बाँडफाँडबाट रु ७ करोड १५ लाख ८६ हजार, प्रदेश सरकारबाट वित्तीय समानीकरण अनुदान रु ८० लाख ४४ हजार, सशर्त अनुदान रु ८० लाख, समपूरक कोष रु २० लाख र राजस्व बाँडफाँडबाट रु ४० लाख ४२ हजारसमेत गरी आव २०७८/७९ को लागि पोखरिया नगरपालिकाको कुल रु ५० करोड ६२ लाखको बजेट प्रस्तुत गरेकी थिइन् ।. दोस्रो बैठकमा वडाध्यक्षद्वय बङ्काराउत कुर्मी, लक्ष्मण साह कानूले शुभकामना मन्तव्य व्यक्त गरेका थिए । पोखरिया नगरपालिकाले वडास्तरमा सबै वडालाई समानुपातिक ५०/५० लाख बजेट विनियोजन गर्दै आएकोमा यसपटक भने वडा नं २ र ९ मा दश/दश लाख बढी बजेट विनियोजन गरेको छ । अन्य वडाका तुलनामा यी दुई वडा ठूलो भएकाले बढी बजेट विनियोजन गरिएको बैठकमा जानकारी गराइएको थियो ।",https://eprateekdaily.com/2021/10/25/24373
वडाध्यक्ष अन्सारीसहित तीनजनाविरुद्ध मुद्दा दर्ता,स्थानीय,प्रतीक दैनिक,"कार्तिक ८, २०७८",वीरगंज,"पर्साको जगरनाथपुर गाउँपालिकाका अध्यक्ष जालिम मियाँका छोरा र वीरगंज महानगर–१३ का अध्यक्ष तुफान फारुख अन्सारीसहित तीनजनाविरुद्ध मुद्दा दर्ता भएको छ ।. १८ वर्षीय भारतीय युवती जयतुन नेसाको शङ्कास्पद मृत्युको घटनामा प्रमाण नष्ट गर्ने प्रयास गरेको अभियोगमा मुद्दा दर्ता भएको पर्सा प्रहरीका प्रवक्ता प्रहरी नायब उपरीक्षक ओमप्रकाश खनालले बताए । प्रहरीले जगरनाथपुर गापाका अध्यक्ष मियाँका जेठा छोरा नासिर मियाँ र मृतक जयतुन नेसाका बुबा समसुद्दीन अन्सारी तथा वीरगंज महानगर–१३ का अध्यक्ष अन्सारीविरुद्ध मुद्दा दर्ता गरेको हो ।. वीरगंज–१३ मुर्ली, नयाँबस्तीस्थित कब्रिस्तानमा भारतमा मृत्यु भएकी युवतीको शल्यपरीक्षण नगरी गुपचुप अन्तिम संस्कार गर्ने क्रममा पर्सा प्रहरीले सूचनाको आधारमा पुरिएको लाश निकालेर काठमाडौंमा शल्यपरीक्षण गराएको थियो । शल्यपरीक्षणमा युवतीको मृत्यु झुन्डिएर भएको रिपोर्ट आएको र अभियुक्तहरूले प्रमाण दबाउन सहयोग गरेकोले मुलुकी ऐनको दफा ९३ बमोजिम मुद्दा दर्ता गरी आवश्यक कारबाई अघि बढाइएको प्रवक्ता खनालले बताए ।. घटना असोज २१ गतेको हो र घटनापछि प्रहरीले छानबीनको क्रममा केही व्यक्तिलाई पक्राउ पनि गरेको थियो । प्रारम्भिक सूचनाका अनुसार युवतीसँग गरिएको बलात्कारपश्चात् अत्यधिक रक्तस्रावका कारण मृत्यु भएको थियो । मृतक युवती पर्साको जगरनाथपुर गापाका अध्यक्ष जालिम मियाँका जेठा छोरा नासिर मियाँकी साली हुन् ।. जयतुन नेसाको बलात्कार भारतमा भएको र सोपछि उनले झुन्डिएर आत्महत्या गरेको हुनुपर्ने प्रहरीले अनुमान गरेको छ । घटनास्थल फरक देशमा भएकोले त्यहाँको प्रहरीको सहयोगमा अनुसन्धान कार्य भइरहेको प्रहरी स्रोतले जनाएको छ ।",https://eprateekdaily.com/2021/10/25/24367
करारमा गुपचुप २२ कर्मचारी नियुक्तिको विरोध,स्थानीय,प्रतीक दैनिक,"कार्तिक ८, २०७८",परवानीपुर,"शहरी विकास तथा भवन कार्यालय वीरगंज पर्साका प्रमुख रुद्रनारायण दासले गुपचुप २२ जना कर्मचारीलाई करार र दैनिक ज्यालादारीमा नियुक्त गरेको रहस्योद्घाटन भएको छ ।. आर्थिक प्रभावमा परी पुराना करार र दैनिक ज्यालादारीमा कार्यरत कर्मचारीलाई निरन्तरता नदिएर नयाँ कर्मचारी नियुक्त गरेको अहिले प्रमुख दासमाथि आरोप लागेको छ । कार्यालयमा करार दरबन्दीमा कार्यरत कर्मचारी विजय यादवका अनुसार प्रमुख दासले पुराना कर्मचारीको म्याद थप गर्दा आर्थिक लाभ नहुने र नयाँ नियुक्ति गर्दा आर्थिक लाभ हुने देखेरै पुरानालाई पाखा लगाएर नयाँ कर्मचारी नियुक्त गरेको आरोप लगाए ।. करार र दैनिक ज्यालादारीमा २२ जना नयाँ कर्मचारी नियुक्त गरेको सूचना बाहिरिएपछि पुराना २० जना कर्मचारीले विरोध जनाएका छन् । तीन महीनादेखि पुराना कर्मचारीको म्याद थप नगरिएको र उनीहरूले यो अवधिमा गरेका कामको पारिश्रमिक पनि नदिएर नयाँ कर्मचारी नियुक्त गरेपछि पुरानाले विरोध गरेका हुन । उनीहरूले प्रमुख दासको यस कार्यविरुद्ध जिल्ला प्रशासन कार्यालय, पर्सामा ज्ञापनपत्र बुझाएका छन् ।. सहायक प्रमुख जिल्ला अधिकारी भीमकान्त पौडेललाई ज्ञापनपत्र बुझाउँदै पुराना कर्मचारीले नयाँ नियुक्ति बदरको माग गरेका छन् । उनीहरूले महान् पर्व दशैंमा पनि तलब नपाएको र अब तिहार र छठ पर्व नजीकिएकाले तलबको व्यवस्था मिलाइदिन पनि आग्रह गरेका छन् ।. करार र दैनिक ज्यालादारीमा सो कार्यालयमा २०७३ सालदेखि काम गर्दै आएका २० जना कर्मचारीको म्याद थप नगरी नयाँ कर्मचारी नियुक्त गरेपछि आफूहरूको कार्यालय प्रमुख दासको विरोध भएको हो । पुराना कर्मचारीहरूले आफ्नो माग दुई दिनभित्र पूरा नभए कार्यालय प्रमुख र लेखापालको कार्यालयमा तालाबन्दी गर्ने चेतावनी दिएका छन् ।. यस विषयमा कार्यालय प्रमुख दाससँग बुझ्दा उनले नियमसङ्गत कर्मचारी नियुक्ति गरेको र आजै प्रदेश २ का मुख्यमन्त्री र जनता आवास कार्यक्रमका संयोजकको रूपमा रहेका प्रदेश सांसदहरूको रोहबरमा जनकपुरमा समस्या समाधान गर्न छलफल भएको बताए । सङ्घीय मन्त्रालयबाट दरबन्दी माग गर्ने र त्यसपछि कसलाई राख्नेबारेमा पुराना कर्मचारीहरूसँग बसेर समस्या समाधानको लागि पहल गर्ने प्रमुख दासले बताए ।",https://eprateekdaily.com/2021/10/25/24364
बेमौसमी वर्षाले सुर्ती र तोरी खेती प्रभावित,स्थानीय,प्रतीक दैनिक,"कार्तिक ९, २०७८",ठोरी,"बेमौसमी वर्षाले ठोरीमा तोरी छर्ने र सुर्ती खेती गर्ने किसान मर्कामा परेका छन् । नगदेबाली तोरी र सुर्ती खेती गर्ने यहाँका किसान बेमौसमी वर्षाका कारण माटो चिस्यान भएकोले खेती गर्न ढिला भएको बताउँछन् ।. असोजको दोस्रो सातादेखि सुर्ती रोप्न शुरू गरेका किसानको सुर्तीबालीमा बेमौसमी वर्षाले क्षति पु¥याएको छ । वर्षा हुनुअघि सुर्ती रोपेका अधिकांश किसानको ३० देखि ४० प्रतिशत सुर्तीबालीमा क्षति पुगेको किसानहरू बताउँछन् ।. असोज दोस्रो सातामा सुर्ती रोपेका ठोरी गापा–४ शान्तिटोलका तोकबहादुर गोलेले २६ कट्ठामा लगाएको सुर्तीबालीमध्ये करीब १० कट्ठाभन्दा बढी बाली बेमौसमी वर्षाले नष्ट भएको बताए । सोही वडाका अर्का किसान ठूलो कान्छा पाख्रिनले करीब आठ कट्ठामा लगाएको सुर्तीबाली बेमौसमी वर्षाले आधाभन्दा बढीमा क्षति पुगेको छ । पाख्रिनले वर्षाले सुर्ती खेतमैं कुहिएको बताए ।. यसैबीच, दशैं पर्व मनाएर सुर्ती रोप्ने तयारी गरेका किसानलाई पनि बेमौसमी वर्षाले प्रभाव पारेको छ । सुर्ती लगाउन खनजोत गरेर ठीक्क पारेको खेतमा पानी जमेका कारण चिस्यान अत्यधिक भएकोले सुर्ती लगाउन बाधा पुगेको किसानले बताए ।. बलौटे खेत भएका किसानले सुर्ती रोप्न थाले पनि चिम्ट्याइलो माटो भएका किसानलाई भने खेत जोत्न समस्या भएको छ । खेतमा अझै चिस्यान रहेकाले जोत्न समस्या परेको किसानहरूको भनाइ छ । एकथरी किसानहरूलाई अघिल्लोपटक जोतेर ठीक्क पारेको खेत फेरि जोत्नु परेर खर्च बढेको छ भने अर्कोथरी किसान सुर्ती रोप्न ढिलाइ हुँदा उत्पादन घट्ने चिन्ताले ग्रसित छन् ।. ठोरीमा लामो समयदेखि नगदेबालीको रूपमा सुर्तीखेती हुँदै आएको छ । अन्य बालीको तुलनामा राम्रो मुनाफा पाइने भएकाले यहाँका अधिकांश किसानको रोजाइमा सुर्तीखेती परेको छ । यस वर्ष ठोरी गापा–३ र ४ मा सबैभन्दा धेरै सुर्तीखेती गरिएको छ ।. यी दुई वडामा मात्र ३५० हेक्टर क्षेत्रफलमा सुर्तीखेती गर्ने लक्ष्य राखिएको सूर्य नेपाल प्रालिका कृषि प्राविधिक दीपक पण्डितले बताए । उनले छठपछि मात्र कति क्षेत्रफलमा खेती भएको हो भन्नेबारे यकीन तथ्याङ्क आउने बताए । उनले बेमौसमी वर्षाले खेतमा अत्यधिक चिस्यान हुँदा किसानलाई सुर्ती रोप्न ढिलाइ भइरहेको भएपनि कात्तिक दोस्रो सातासम्म रोपाइँ सकिने बताए ।. यसैगरी, ठोरीमा अर्को प्रमुख नगदेबाली तोरीखेतीमा पनि बेमौसमी वर्षाले असर पारेको छ । तोरी छर्नुपर्ने खेतमा अत्यधिक चिस्यान भएकाले तोरीको बीउ कुहिने डरले किसानले तोरी छर्न सकेका छैनन् ।. सामान्यतया दशैंपछि तोरी छर्ने किसानलाई पानीले समस्यामा पारेको ठोरी गापा–४ का किसान काशीनाथ नेपालले बताए । उनले बेमौसमी वर्षाका कारण यसपटक तोरी छर्न अझै एक साता कुर्नुपर्ने बताए । ठोरी गापा–३, ४ र ५ मा सबैभन्दा धेरै तोरीखेती हुने गरेको छ ।",https://eprateekdaily.com/2021/10/26/24412
नगरप्रमुखद्वारा पक्की भवन शिलान्यास,स्थानीय,प्रतीक दैनिक,"कार्तिक ९, २०७८",गरुडा,रौतहटको गढीमाई नगरपालिकाका प्रमुख श्यामप्रसाद यादवले विद्यालय भवनको शिलान्यास गरेका छन् । गढीमाई नपा–१ समनपुर बजारमा रहेको शङ्कर गुदर माध्यमिक विद्यालयको चार कोठे पक्की भवनको नगरप्रमुख यादवले मङ्गलवार शिलान्यास गरेका हुन् ।. प्राविधिक धार र कक्षा १२ सम्म सञ्चालनमा रहेको विद्यालयमा भवन अभावमा पठनपाठन प्रभावित भइरहेको अवस्थामा चार कोठे पक्की भवनको निर्माण सम्पन्न भएपछि प्रयोगात्मक कक्षा तथा पुस्तकालयसमेत सञ्चालनमा सजिलो हुने प्रधानाध्यापक देवेन्द्र साहले बताए ।. प्रदेश सरकार र गढीमाई नगरपालिकाको संयुक्त सहयोगमा विद्यालय भवन निर्माण हुन लागेको हो। विद्यालय भवन निर्माणको लागि आवश्यक सबै कानूनी प्रक्रिया पूरा भएर निर्माणको चरणमा प्रवेश गरिसकेको सो अवसरमा जानकारी गराइएको थियो ।,https://eprateekdaily.com/2021/10/26/24408
